Tract,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
17031801400,0,0.0,0.0,0,0,0,0,0,0,3.4,1,1,1,1,1,0,0,0,209.0,828.0,450.0,2366.0,45.0,422.0,0.0,6.0,80.0,103.0,21.0,0.0
17031801500,0,418.0,7.05,0,0,0,0,0,0,2.6,0,1,0,1,0,0,0,0,587.0,1210.0,1592.0,5247.0,92.0,466.0,3.0,1.0,119.0,185.0,184.0,130.0
17031801601,0,137.0,3.24,0,0,0,0,1,0,5.2,1,1,1,1,1,0,0,1,583.0,854.0,1066.0,3670.0,13.0,497.0,1.0,0.0,53.0,123.0,125.0,19.0
17031801603,0,139.0,3.61,0,1,0,0,0,1,19.3,0,1,0,1,0,0,0,0,1370.0,826.0,680.0,2338.0,132.0,1143.0,5.0,4.0,233.0,330.0,278.0,51.0
17031801605,0,6.0,0.11,0,0,0,0,0,0,1.1,1,1,1,1,1,0,0,0,361.0,1230.0,1319.0,4832.0,21.0,675.0,0.0,2.0,69.0,112.0,15.0,29.0
17031801606,0,0.0,0.0,0,0,0,0,0,0,5.6,1,1,1,1,1,0,0,0,473.0,1415.0,1551.0,5139.0,43.0,796.0,0.0,5.0,83.0,130.0,94.0,30.0
17031801607,0,12.0,0.23,0,0,0,0,0,0,7.1,0,1,0,1,0,0,0,0,734.0,1097.0,855.0,3786.0,67.0,1298.0,0.0,2.0,134.0,201.0,117.0,36.0
17031801608,0,89.0,1.36,0,0,0,0,1,0,2.3,0,1,0,1,0,0,0,1,451.0,1149.0,2008.0,5206.0,36.0,1236.0,0.0,3.0,83.0,150.0,284.0,0.0
17031801701,0,0.0,0.0,0,0,0,0,0,0,1.2,0,1,0,1,0,0,0,0,219.0,1107.0,531.0,3328.0,1.0,313.0,0.0,2.0,84.0,104.0,69.0,9.0
17031801702,0,0.0,0.0,0,0,0,0,0,0,2.2,0,1,0,1,0,0,0,0,295.0,1468.0,568.0,4163.0,16.0,418.0,0.0,4.0,70.0,113.0,48.0,8.0
17031801800,0,76.0,1.35,0,0,0,0,0,0,6.7,0,1,0,1,0,0,0,0,515.0,1295.0,1347.0,5052.0,46.0,430.0,1.0,2.0,88.0,163.0,131.0,33.0
17031801901,0,114.0,2.61,0,0,0,0,0,0,6.7,0,1,0,1,0,0,0,0,645.0,784.0,1296.0,3634.0,72.0,347.0,2.0,10.0,304.0,649.0,28.0,55.0
17031801902,0,0.0,0.0,0,0,0,0,0,0,1.8,0,1,0,1,0,0,0,0,159.0,973.0,509.0,2990.0,4.0,174.0,6.0,2.0,47.0,116.0,50.0,7.0
17031802002,0,263.0,5.19,0,0,0,0,0,0,2.5,0,1,0,1,0,0,0,0,629.0,1280.0,865.0,4326.0,48.0,579.0,2.0,16.0,100.0,260.0,9.0,20.0
17031802003,0,2.0,0.07,0,0,0,0,0,0,3.2,0,1,0,1,0,0,0,0,376.0,643.0,439.0,2036.0,37.0,445.0,0.0,0.0,166.0,455.0,15.0,38.0
17031802004,0,52.0,0.97,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,2006.0,1259.0,667.0,3324.0,200.0,1369.0,0.0,5.0,483.0,1002.0,135.0,243.0
17031802100,0,8.0,0.22,0,0,0,0,0,0,5.0,0,1,0,1,0,0,0,0,259.0,1158.0,446.0,3336.0,20.0,141.0,6.0,9.0,61.0,107.0,50.0,25.0
17031802200,0,0.0,0.0,0,0,0,0,0,0,2.3,0,1,0,1,0,0,0,0,535.0,1133.0,885.0,4120.0,20.0,181.0,0.0,8.0,81.0,149.0,69.0,6.0
17031802300,0,44.0,0.91,0,0,0,0,1,0,5.6,1,1,1,1,1,0,0,1,667.0,1392.0,983.0,3870.0,109.0,705.0,1.0,2.0,153.0,238.0,312.0,61.0
17031802402,0,166.0,3.44,0,0,0,0,0,0,19.5,0,1,0,1,0,0,0,0,2012.0,884.0,1086.0,3418.0,82.0,485.0,0.0,48.0,788.0,1527.0,177.0,263.0
17031802403,0,0.0,0.0,0,0,0,0,0,0,4.4,0,1,0,1,0,0,0,0,211.0,129.0,449.0,1197.0,16.0,142.0,0.0,3.0,41.0,55.0,53.0,51.0
17031802404,0,114.0,1.58,0,1,0,1,1,1,15.0,0,1,0,1,0,0,0,1,2762.0,1723.0,1040.0,4736.0,171.0,717.0,3.0,56.0,1543.0,2578.0,212.0,288.0
17031802503,0,0.0,0.0,0,0,0,0,0,0,12.5,0,1,0,1,0,0,0,0,1305.0,1293.0,886.0,4312.0,113.0,1332.0,0.0,20.0,423.0,824.0,60.0,236.0
17031802504,0,182.0,2.76,0,0,0,0,0,0,6.0,0,1,0,1,0,0,0,0,1336.0,1648.0,809.0,4286.0,103.0,515.0,0.0,90.0,1607.0,2702.0,17.0,204.0
17031802505,0,3.0,0.04,0,1,0,1,1,1,20.0,0,1,0,1,0,0,0,1,3224.0,1704.0,444.0,4200.0,262.0,767.0,1.0,111.0,1503.0,3468.0,151.0,554.0
17031802506,0,0.0,0.0,0,0,0,0,0,0,9.7,0,1,0,1,0,0,0,0,838.0,680.0,226.0,1756.0,62.0,163.0,1.0,17.0,509.0,1284.0,41.0,72.0
17031802605,0,86.0,1.26,0,0,0,0,1,0,3.4,1,1,1,1,1,0,0,1,956.0,1164.0,1526.0,5670.0,77.0,885.0,2.0,3.0,162.0,368.0,155.0,138.0
17031802607,0,0.0,0.0,0,0,0,0,0,0,2.5,0,1,0,1,0,0,0,0,142.0,320.0,227.0,1346.0,5.0,59.0,0.0,0.0,34.0,74.0,0.0,5.0
17031802608,0,0.0,0.0,0,0,0,0,0,0,6.3,0,1,0,1,0,0,0,0,1127.0,1010.0,1696.0,5681.0,60.0,376.0,1.0,12.0,126.0,250.0,104.0,110.0
17031802609,0,0.0,0.0,0,1,0,1,1,1,8.1,0,1,0,1,0,0,0,1,2578.0,1727.0,309.0,3977.0,154.0,930.0,0.0,37.0,1601.0,2913.0,134.0,396.0
17031802610,0,0.0,0.0,0,0,0,0,0,0,1.4,0,1,0,1,0,0,0,0,237.0,330.0,366.0,1435.0,15.0,223.0,2.0,0.0,54.0,101.0,22.0,24.0
17031802701,0,6.0,0.09,0,0,0,0,0,0,6.2,0,1,0,1,0,0,0,0,1275.0,1801.0,848.0,5077.0,106.0,828.0,3.0,37.0,901.0,1637.0,35.0,217.0
17031802702,0,125.0,2.78,0,0,0,0,0,0,7.2,1,1,1,1,1,0,0,0,656.0,913.0,908.0,3551.0,89.0,734.0,0.0,1.0,123.0,196.0,85.0,93.0
17031802801,0,19.0,0.4,0,0,0,0,0,0,3.1,0,1,0,1,0,0,0,0,704.0,1180.0,739.0,4438.0,49.0,168.0,1.0,2.0,135.0,421.0,35.0,45.0
17031802802,0,26.0,0.39,0,0,0,0,0,0,5.1,1,1,1,1,1,0,0,0,985.0,1651.0,1032.0,5647.0,105.0,558.0,0.0,0.0,284.0,447.0,117.0,17.0
17031802900,0,45.0,0.74,0,0,0,0,0,0,2.6,0,1,0,1,0,0,0,0,597.0,1518.0,901.0,5760.0,19.0,188.0,1.0,1.0,111.0,218.0,0.0,0.0
17031803005,0,0.0,0.0,0,0,0,0,0,0,6.4,0,1,0,1,0,0,0,0,432.0,601.0,430.0,2360.0,27.0,222.0,0.0,1.0,45.0,106.0,90.0,86.0
17031803007,0,4.0,0.08,0,0,0,0,0,0,1.3,0,1,0,1,0,0,0,0,615.0,1072.0,832.0,4656.0,36.0,406.0,3.0,5.0,141.0,225.0,28.0,106.0
17031803008,0,4.0,0.08,0,0,0,0,1,0,2.6,1,1,1,1,1,0,0,1,365.0,1149.0,749.0,4220.0,60.0,296.0,0.0,3.0,133.0,300.0,130.0,65.0
17031803010,0,3.0,0.06,0,0,0,0,0,0,4.3,1,1,1,1,1,0,0,0,624.0,1147.0,666.0,4550.0,51.0,356.0,0.0,10.0,229.0,438.0,60.0,28.0
17031803012,0,0.0,0.0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,431.0,419.0,181.0,1688.0,59.0,329.0,0.0,1.0,144.0,235.0,56.0,105.0
17031803013,0,0.0,0.0,0,0,0,0,0,0,4.5,0,1,0,1,0,0,0,0,1236.0,1030.0,865.0,4769.0,36.0,364.0,14.0,23.0,243.0,427.0,94.0,119.0
17031803014,0,0.0,0.0,0,0,0,0,0,0,7.7,1,1,1,1,1,0,0,0,758.0,712.0,365.0,2636.0,39.0,308.0,0.0,2.0,445.0,658.0,96.0,128.0
17031803015,0,0.0,0.0,0,0,0,0,1,0,4.1,1,1,1,1,1,0,0,1,733.0,789.0,880.0,3925.0,82.0,280.0,0.0,7.0,165.0,357.0,136.0,87.0
17031803016,0,7.0,0.35,0,0,0,0,0,0,2.0,0,1,0,1,0,0,0,0,166.0,420.0,373.0,1527.0,50.0,352.0,0.0,0.0,50.0,123.0,63.0,25.0
17031803017,0,48.0,0.79,0,0,0,0,0,0,3.9,1,1,1,1,1,0,0,0,998.0,1257.0,716.0,4864.0,129.0,640.0,3.0,6.0,416.0,686.0,41.0,146.0
17031803100,0,7.0,0.2,0,0,0,0,0,0,3.3,0,1,0,1,0,0,0,0,265.0,965.0,454.0,3245.0,26.0,91.0,0.0,2.0,76.0,125.0,39.0,23.0
17031803200,0,360.0,6.44,0,0,0,0,1,0,2.1,1,1,1,1,1,0,0,1,404.0,1243.0,1625.0,5228.0,48.0,176.0,0.0,10.0,124.0,235.0,533.0,29.0
17031803300,0,26.0,0.47,0,0,0,0,0,0,6.6,0,1,0,1,0,0,0,0,825.0,918.0,904.0,4817.0,60.0,477.0,1.0,21.0,167.0,319.0,195.0,223.0
17031803400,0,8.0,0.13,0,0,0,0,0,0,2.9,0,1,0,1,0,0,0,0,530.0,1751.0,842.0,5913.0,66.0,278.0,0.0,4.0,123.0,210.0,71.0,93.0
17031803500,0,57.0,0.98,0,0,0,0,1,0,8.2,0,1,0,1,0,0,0,1,1025.0,1519.0,1093.0,5462.0,25.0,207.0,0.0,2.0,117.0,221.0,258.0,25.0
17031803603,0,0.0,0.0,0,0,0,0,0,0,2.3,1,1,1,1,1,0,0,0,450.0,1677.0,818.0,5432.0,75.0,1091.0,2.0,3.0,148.0,179.0,38.0,69.0
17031803604,0,79.0,1.83,0,0,0,0,0,0,4.2,0,1,0,1,0,0,0,0,772.0,892.0,650.0,3744.0,87.0,293.0,1.0,7.0,182.0,395.0,96.0,100.0
17031803605,0,12.0,0.17,0,0,0,0,0,0,9.8,0,1,0,1,0,0,0,0,1940.0,1857.0,908.0,5429.0,198.0,923.0,2.0,15.0,686.0,1172.0,132.0,336.0
17031803606,0,0.0,0.0,0,1,0,0,0,1,19.1,0,1,0,1,0,0,0,0,3685.0,2547.0,271.0,4634.0,383.0,590.0,4.0,45.0,2631.0,5078.0,172.0,375.0
17031803607,0,11.0,0.21,0,0,0,0,0,0,1.9,1,1,1,1,1,0,0,0,214.0,1220.0,682.0,4657.0,47.0,322.0,0.0,3.0,135.0,315.0,35.0,9.0
17031803608,0,0.0,0.0,0,0,0,0,0,0,13.0,1,1,1,1,1,0,0,0,1747.0,1872.0,676.0,5689.0,391.0,653.0,1.0,21.0,571.0,925.0,167.0,313.0
17031803610,0,0.0,0.0,0,0,0,0,0,0,12.7,1,1,1,1,1,0,0,0,1735.0,1477.0,620.0,5617.0,223.0,989.0,0.0,12.0,357.0,634.0,89.0,147.0
17031803611,0,0.0,0.0,0,1,0,0,0,1,11.2,0,1,0,1,0,0,0,0,2136.0,1697.0,347.0,3749.0,273.0,476.0,4.0,43.0,1567.0,2890.0,74.0,221.0
17031803612,0,0.0,0.0,0,1,0,0,0,1,29.1,0,1,0,1,0,0,0,0,1597.0,925.0,104.0,2082.0,340.0,314.0,3.0,30.0,767.0,1390.0,72.0,226.0
17031803701,0,0.0,0.0,0,0,0,0,0,0,8.8,0,1,0,1,0,0,0,0,440.0,451.0,313.0,2288.0,42.0,270.0,5.0,1.0,99.0,217.0,24.0,96.0
17031803702,0,58.0,0.93,0,0,0,0,0,0,4.4,1,1,1,1,1,0,0,0,916.0,1395.0,802.0,5328.0,58.0,515.0,1.0,29.0,324.0,502.0,103.0,93.0
17031803800,0,8.0,0.17,0,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,464.0,1147.0,570.0,4206.0,46.0,236.0,2.0,5.0,230.0,501.0,45.0,79.0
17031803901,0,17.0,0.49,0,0,0,0,1,0,7.9,1,1,1,1,1,0,0,1,625.0,532.0,792.0,2946.0,46.0,246.0,0.0,10.0,204.0,325.0,124.0,65.0
17031803902,0,90.0,2.56,0,0,0,0,0,0,4.2,0,1,0,1,0,0,0,0,392.0,733.0,487.0,3192.0,36.0,62.0,1.0,3.0,219.0,489.0,15.0,16.0
17031804000,0,1.0,0.02,0,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,977.0,885.0,759.0,4012.0,36.0,179.0,1.0,9.0,350.0,659.0,99.0,60.0
17031804102,0,81.0,1.16,0,0,0,0,0,0,1.5,1,1,1,1,1,0,0,0,365.0,1707.0,1133.0,6096.0,40.0,739.0,2.0,7.0,109.0,213.0,29.0,18.0
17031804104,0,0.0,0.0,0,0,0,0,0,0,1.9,0,1,0,1,0,0,0,0,371.0,1285.0,415.0,3424.0,75.0,1321.0,3.0,8.0,149.0,214.0,26.0,41.0
17031804105,0,0.0,0.0,0,0,0,0,0,0,2.7,1,1,1,1,1,0,0,0,182.0,1021.0,426.0,3381.0,42.0,488.0,0.0,3.0,86.0,121.0,11.0,0.0
17031804106,0,0.0,0.0,0,0,0,0,0,0,3.1,1,1,1,1,1,0,0,0,1026.0,1782.0,826.0,5226.0,53.0,1536.0,0.0,4.0,205.0,301.0,38.0,77.0
17031804108,0,0.0,0.0,0,0,0,0,0,0,8.3,0,1,0,1,0,0,0,0,709.0,716.0,124.0,1833.0,380.0,1412.0,2.0,14.0,238.0,398.0,61.0,121.0
17031804109,0,204.0,6.9,0,0,0,0,0,0,6.3,0,1,0,1,0,0,0,0,501.0,560.0,651.0,2603.0,44.0,206.0,0.0,4.0,98.0,131.0,62.0,35.0
17031804201,0,110.0,1.35,0,0,0,0,0,0,6.2,1,1,1,1,1,0,0,0,889.0,2175.0,1305.0,6543.0,73.0,1348.0,0.0,14.0,195.0,222.0,62.0,69.0
17031804202,0,0.0,0.0,0,0,0,0,0,0,3.7,1,1,1,1,1,0,0,0,744.0,1912.0,997.0,5986.0,76.0,1159.0,1.0,9.0,232.0,319.0,176.0,236.0
17031804305,0,4.0,0.06,0,0,0,0,1,0,3.1,1,1,1,1,1,0,0,1,1580.0,1852.0,528.0,5079.0,308.0,595.0,3.0,57.0,1174.0,2312.0,124.0,242.0
17031804306,0,0.0,0.0,0,0,0,0,0,0,9.1,1,1,1,1,1,0,0,0,2013.0,1535.0,530.0,4113.0,158.0,169.0,3.0,111.0,1010.0,2332.0,107.0,241.0
17031804308,0,0.0,0.0,0,0,0,0,0,0,6.5,0,1,0,1,0,0,0,0,1561.0,1074.0,543.0,3714.0,236.0,1175.0,2.0,14.0,345.0,733.0,53.0,188.0
17031804309,0,124.0,3.84,0,0,0,0,0,0,7.3,0,1,0,1,0,0,0,0,601.0,946.0,262.0,2062.0,149.0,270.0,3.0,49.0,697.0,1300.0,29.0,86.0
17031804310,0,0.0,0.0,0,0,0,0,0,0,3.8,1,1,1,1,1,0,0,0,1176.0,2268.0,701.0,6120.0,271.0,1899.0,0.0,28.0,770.0,1405.0,69.0,171.0
17031804311,0,0.0,0.0,0,0,0,0,0,0,4.5,1,1,1,1,1,0,0,0,1073.0,2253.0,666.0,5003.0,252.0,2054.0,7.0,41.0,791.0,1570.0,21.0,143.0
17031804403,0,0.0,0.0,0,0,0,0,0,0,13.7,1,1,1,1,1,0,0,0,1821.0,1684.0,660.0,4452.0,373.0,986.0,1.0,49.0,899.0,1935.0,25.0,142.0
17031804404,0,56.0,1.07,0,0,0,0,0,0,7.2,0,1,0,1,0,0,0,0,2099.0,1498.0,372.0,3334.0,172.0,461.0,0.0,76.0,1190.0,2797.0,27.0,134.0
17031804405,0,40.0,1.08,0,1,0,0,0,1,11.8,0,1,0,1,0,0,0,0,1316.0,1341.0,163.0,1917.0,572.0,204.0,4.0,64.0,940.0,2146.0,46.0,204.0
17031804406,0,40.0,0.64,0,0,0,0,0,0,8.7,1,1,1,1,1,0,0,0,2839.0,1791.0,413.0,3855.0,309.0,837.0,0.0,59.0,1187.0,2928.0,16.0,224.0
17031804505,0,0.0,0.0,0,0,0,0,0,0,11.7,1,1,1,1,1,0,0,0,665.0,888.0,324.0,3115.0,169.0,226.0,0.0,17.0,304.0,552.0,43.0,108.0
17031804506,0,58.0,1.06,0,0,0,0,0,0,1.2,1,1,1,1,1,0,0,0,490.0,1403.0,672.0,4122.0,198.0,867.0,1.0,14.0,259.0,477.0,77.0,80.0
17031804507,0,8.0,0.06,0,0,0,0,1,0,3.2,1,1,1,1,1,0,0,1,1160.0,3229.0,1243.0,8319.0,380.0,3060.0,3.0,27.0,691.0,1117.0,94.0,136.0
17031804508,0,0.0,0.0,0,1,0,0,0,1,26.6,0,1,0,1,0,0,0,0,1014.0,663.0,110.0,1230.0,204.0,244.0,0.0,44.0,522.0,1000.0,39.0,168.0
17031804509,0,160.0,2.54,0,0,0,0,0,0,6.6,0,1,0,1,0,0,0,0,1757.0,1987.0,498.0,3688.0,319.0,635.0,1.0,100.0,1545.0,3588.0,31.0,189.0
17031804510,0,0.0,0.0,0,1,0,0,0,1,14.3,0,1,0,1,0,0,0,0,2768.0,2083.0,335.0,3990.0,219.0,176.0,1.0,129.0,1630.0,4668.0,35.0,272.0
17031804511,0,0.0,0.0,0,1,0,0,0,1,19.4,0,1,0,1,0,0,0,0,979.0,744.0,101.0,1404.0,137.0,356.0,0.0,57.0,460.0,1457.0,31.0,111.0
17031804603,0,34.0,0.61,0,0,0,0,0,0,6.5,0,1,0,1,0,0,0,0,1295.0,1198.0,385.0,3532.0,390.0,1125.0,3.0,31.0,500.0,1531.0,173.0,220.0
17031804606,0,102.0,1.43,0,0,0,0,0,0,1.4,0,1,0,1,0,0,0,0,358.0,1660.0,753.0,5833.0,64.0,1021.0,1.0,8.0,191.0,318.0,66.0,57.0
17031804607,0,0.0,0.0,0,0,0,0,1,0,3.9,1,1,1,1,1,0,0,1,773.0,1560.0,795.0,5516.0,171.0,1136.0,0.0,8.0,218.0,349.0,104.0,157.0
17031804608,0,0.0,0.0,0,0,0,0,0,0,6.4,0,1,0,1,0,0,0,0,526.0,764.0,447.0,2519.0,181.0,812.0,1.0,6.0,268.0,432.0,62.0,72.0
17031804609,0,0.0,0.0,0,0,0,0,0,0,3.2,1,1,1,1,1,0,0,0,542.0,1105.0,601.0,3467.0,140.0,1830.0,2.0,11.0,222.0,268.0,95.0,34.0
17031804610,0,0.0,0.0,0,0,0,0,0,0,8.5,1,1,1,1,1,0,0,0,339.0,386.0,437.0,1726.0,45.0,426.0,1.0,8.0,114.0,153.0,44.0,57.0
17031804611,0,0.0,0.0,0,0,0,0,0,0,2.1,0,1,0,1,0,0,0,0,398.0,809.0,702.0,3641.0,85.0,485.0,0.0,7.0,141.0,204.0,17.0,57.0
17031804701,0,435.0,6.36,0,0,0,0,1,0,7.9,1,1,1,1,1,0,0,1,1659.0,1487.0,988.0,3801.0,728.0,1501.0,1.0,13.0,793.0,1277.0,204.0,166.0
17031804705,0,0.0,0.0,0,0,0,0,1,0,7.2,1,1,1,1,1,0,0,1,1070.0,917.0,369.0,2412.0,325.0,819.0,0.0,15.0,405.0,706.0,111.0,114.0
17031804706,0,0.0,0.0,0,0,0,0,0,0,2.2,0,1,0,1,0,0,0,0,239.0,584.0,361.0,1964.0,63.0,331.0,0.0,5.0,109.0,193.0,19.0,49.0
17031804709,0,185.0,2.84,0,0,0,0,1,0,6.8,0,1,0,1,0,0,0,1,1401.0,1393.0,1330.0,4239.0,371.0,1252.0,1.0,18.0,629.0,1049.0,391.0,184.0
17031804710,0,0.0,0.0,0,0,0,0,0,0,1.9,1,1,1,1,1,0,0,0,519.0,1005.0,472.0,3475.0,151.0,464.0,0.0,10.0,250.0,439.0,88.0,94.0
17031804711,0,0.0,0.0,0,0,0,0,0,0,10.2,0,1,0,1,0,0,0,0,2493.0,1895.0,528.0,4077.0,644.0,1821.0,8.0,24.0,868.0,1613.0,66.0,237.0
17031804712,0,0.0,0.0,0,0,0,0,0,0,4.0,1,1,1,1,1,0,0,0,623.0,1244.0,426.0,3870.0,257.0,920.0,2.0,15.0,328.0,572.0,6.0,66.0
17031804713,0,0.0,0.0,0,0,0,0,1,0,7.3,0,1,0,1,0,0,0,1,938.0,905.0,306.0,2786.0,249.0,1388.0,0.0,24.0,247.0,438.0,244.0,171.0
17031804714,0,0.0,0.0,0,0,0,0,0,0,6.4,1,1,1,1,1,0,0,0,710.0,742.0,365.0,2708.0,129.0,406.0,4.0,3.0,230.0,418.0,15.0,82.0
17031804715,0,6.0,0.18,0,0,0,0,0,1,11.6,0,0,0,0,0,0,0,0,1262.0,930.0,229.0,1369.0,242.0,834.0,0.0,13.0,834.0,1187.0,81.0,218.0
17031804716,0,0.0,0.0,0,0,0,0,0,0,4.4,0,1,0,1,0,0,0,0,783.0,1370.0,388.0,3181.0,196.0,1680.0,0.0,10.0,423.0,1055.0,12.0,148.0
17031804803,0,0.0,0.0,0,0,0,0,0,0,0.5,1,1,1,1,1,0,0,0,853.0,1257.0,499.0,4096.0,164.0,882.0,1.0,11.0,238.0,464.0,41.0,180.0
17031804804,0,2.0,0.03,0,0,0,0,1,0,7.6,1,1,1,1,1,0,0,1,1344.0,1423.0,718.0,4435.0,263.0,1080.0,5.0,6.0,748.0,1199.0,123.0,182.0
17031804805,0,0.0,0.0,0,0,0,0,0,0,3.6,1,1,1,1,1,0,0,0,774.0,1576.0,871.0,5235.0,240.0,868.0,1.0,22.0,545.0,819.0,15.0,66.0
17031804806,0,0.0,0.0,0,0,0,0,0,0,6.6,0,1,0,1,0,0,0,0,821.0,1092.0,290.0,2219.0,343.0,532.0,2.0,25.0,630.0,1073.0,94.0,65.0
17031804807,0,0.0,0.0,0,0,0,0,0,0,4.3,1,1,1,1,1,0,0,0,832.0,1292.0,581.0,4032.0,174.0,610.0,0.0,7.0,349.0,589.0,31.0,127.0
17031804808,0,0.0,0.0,0,0,0,0,0,0,6.4,1,1,1,1,1,0,0,0,274.0,587.0,394.0,2261.0,19.0,176.0,0.0,3.0,74.0,166.0,14.0,16.0
17031804809,0,0.0,0.0,0,0,0,0,0,0,4.0,1,1,1,1,1,0,0,0,371.0,905.0,626.0,3615.0,79.0,397.0,0.0,5.0,128.0,252.0,45.0,20.0
17031804810,0,189.0,2.72,0,0,0,0,0,0,12.0,0,1,0,1,0,0,0,0,1742.0,1487.0,1081.0,5227.0,313.0,1041.0,0.0,12.0,356.0,647.0,167.0,194.0
17031804901,0,72.0,1.08,0,0,0,0,0,0,4.2,0,1,0,1,0,0,0,0,425.0,1719.0,1063.0,5917.0,71.0,394.0,3.0,9.0,254.0,358.0,72.0,38.0
17031804902,0,3.0,0.05,0,0,0,0,0,0,6.8,0,1,0,1,0,0,0,0,942.0,1167.0,1040.0,4449.0,66.0,733.0,0.0,8.0,267.0,429.0,34.0,73.0
17031805001,0,0.0,0.0,0,0,0,0,0,0,2.9,0,1,0,1,0,0,0,0,541.0,1147.0,957.0,4372.0,18.0,197.0,0.0,3.0,104.0,210.0,23.0,52.0
17031805002,0,0.0,0.0,0,0,0,0,0,1,7.1,0,0,0,0,0,0,0,0,2444.0,1492.0,987.0,4630.0,288.0,1209.0,0.0,36.0,778.0,1388.0,197.0,522.0
17031805105,0,0.0,0.0,0,1,0,0,0,1,8.1,0,1,0,1,0,0,0,0,2654.0,1921.0,623.0,4837.0,245.0,632.0,4.0,43.0,1595.0,3630.0,144.0,263.0
17031805106,0,49.0,1.8,0,0,0,0,0,0,9.9,0,1,0,1,0,0,0,0,507.0,489.0,609.0,2401.0,42.0,205.0,1.0,7.0,62.0,96.0,31.0,56.0
17031805107,0,0.0,0.0,0,1,0,0,0,1,8.5,0,1,0,1,0,0,0,0,2594.0,1296.0,427.0,3720.0,348.0,982.0,4.0,41.0,1365.0,2195.0,259.0,374.0
17031805108,0,0.0,0.0,0,0,0,0,0,1,5.3,0,0,0,0,0,0,0,0,1940.0,1562.0,460.0,3866.0,336.0,1357.0,1.0,66.0,1073.0,2134.0,61.0,154.0
17031805109,0,0.0,0.0,0,0,0,0,0,0,8.7,0,1,0,1,0,0,0,0,649.0,931.0,943.0,3848.0,58.0,371.0,0.0,0.0,82.0,181.0,98.0,207.0
17031805110,0,105.0,2.49,0,0,0,0,1,0,7.1,0,1,0,1,0,0,0,1,833.0,672.0,1288.0,3817.0,25.0,288.0,0.0,3.0,87.0,125.0,166.0,106.0
17031805111,0,0.0,0.0,0,1,0,0,0,1,8.0,0,1,0,1,0,0,0,0,2551.0,1557.0,662.0,4527.0,364.0,1161.0,5.0,49.0,921.0,1760.0,202.0,498.0
17031805112,0,0.0,0.0,0,0,0,0,1,0,4.5,0,1,0,1,0,0,0,1,936.0,656.0,798.0,2414.0,39.0,739.0,2.0,27.0,337.0,600.0,275.0,125.0
17031805201,0,261.0,7.66,0,0,0,0,0,0,2.1,0,1,0,1,0,0,0,0,542.0,564.0,827.0,2413.0,46.0,800.0,1.0,2.0,144.0,170.0,9.0,41.0
17031805202,0,0.0,0.0,0,0,0,0,0,0,4.6,0,1,0,1,0,0,0,0,496.0,983.0,682.0,3110.0,85.0,663.0,2.0,0.0,168.0,225.0,100.0,69.0
17031805301,0,0.0,0.0,0,0,0,0,0,0,10.0,0,1,0,1,0,0,0,0,645.0,654.0,735.0,2169.0,84.0,1043.0,0.0,4.0,196.0,234.0,42.0,138.0
17031805302,0,0.0,0.0,0,0,0,0,0,0,7.1,0,1,0,1,0,0,0,0,759.0,611.0,812.0,2398.0,46.0,1038.0,2.0,4.0,114.0,210.0,82.0,113.0
17031805401,0,0.0,0.0,0,0,0,0,0,0,8.7,0,1,0,1,0,0,0,0,669.0,708.0,890.0,3323.0,28.0,290.0,1.0,8.0,191.0,322.0,106.0,99.0
17031805402,0,0.0,0.0,0,0,0,0,0,0,6.9,0,1,0,1,0,0,0,0,1321.0,943.0,1168.0,4334.0,22.0,594.0,0.0,2.0,143.0,292.0,116.0,38.0
17031805501,0,38.0,1.12,0,0,0,0,0,0,8.4,0,1,0,1,0,0,0,0,704.0,734.0,614.0,3205.0,11.0,108.0,0.0,1.0,75.0,150.0,121.0,36.0
17031805502,0,35.0,0.9,0,0,0,0,0,0,4.4,0,1,0,1,0,0,0,0,387.0,1102.0,681.0,3719.0,23.0,64.0,0.0,7.0,75.0,143.0,89.0,7.0
17031805600,0,0.0,0.0,0,0,0,0,0,0,2.4,0,1,0,1,0,0,0,0,163.0,1353.0,566.0,4345.0,13.0,85.0,0.0,1.0,67.0,155.0,59.0,13.0
17031805701,0,0.0,0.0,0,0,0,0,0,0,2.6,1,1,1,1,1,0,0,0,359.0,1300.0,899.0,4895.0,13.0,89.0,1.0,3.0,73.0,184.0,55.0,7.0
17031805702,0,1.0,0.05,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,157.0,481.0,367.0,1869.0,5.0,89.0,3.0,1.0,48.0,108.0,32.0,35.0
