,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
810,17031804711,Illinois,Cook County,1,7442,2824,0,0.0,0.0,0,0,0,0,0,0,10.2,71955.0,0,1,0,1,0,0,0,0,,4100.0,,,897.0,,4100.0,55.1,897.0,12.05,1012.0,13.6,300.0,4.03,2354.0,31.62,271.0,3.64,1035.0,13.91,4.0,0.06,10.0,0.13,427.0,5.74,707.0,9.5,7.0,0.24,120.0,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.0,1895.0,528.0,4077.0,644.0,1821.0,8.0,24.0,868.0,1613.0,66.0,237.0,17,031,804711,17031804711,8047.11,Census Tract 8047.11,G5020,S,2091445,62728,+42.0354286,-088.1397044
811,17031804712,Illinois,Cook County,1,5392,1881,0,0.0,0.0,0,0,0,0,0,0,4.0,99432.0,1,1,1,1,1,0,0,0,1792.0,4545.0,1792.0,121.0,437.0,121.0,4545.0,84.29,437.0,8.11,999.0,18.53,403.0,7.47,3482.0,64.58,159.0,2.96,685.0,12.71,0.0,0.0,12.0,0.22,207.0,3.83,331.0,6.13,7.0,0.37,58.0,3.08,1792.0,33.23,121.0,2.25,378.0,7.0,171.0,3.17,1464.0,27.16,38.0,0.71,234.0,4.34,0.0,0.0,3.0,0.06,51.0,0.95,85.0,1.58,4.0,0.2,22.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0,1244.0,426.0,3870.0,257.0,920.0,2.0,15.0,328.0,572.0,6.0,66.0,17,031,804712,17031804712,8047.12,Census Tract 8047.12,G5020,S,2381720,58187,+42.0365788,-088.1261143
812,17031804713,Illinois,Cook County,1,4694,2171,0,0.0,0.0,0,0,0,0,1,0,7.3,91712.0,0,1,0,1,0,0,0,1,,1704.0,,,305.0,,1704.0,36.3,305.0,6.5,340.0,7.24,104.0,2.22,1018.0,21.69,113.0,2.4,475.0,10.13,0.0,0.0,7.0,0.15,91.0,1.94,156.0,3.33,111.0,5.13,64.0,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.0,905.0,306.0,2786.0,249.0,1388.0,0.0,24.0,247.0,438.0,244.0,171.0,17,031,804713,17031804713,8047.13,Census Tract 8047.13,G5020,S,1635374,0,+42.0535201,-088.0899517
813,17031804714,Illinois,Cook County,1,3480,1320,0,0.0,0.0,0,0,0,0,0,0,6.4,84783.0,1,1,1,1,1,0,0,0,1012.0,3480.0,1012.0,173.0,768.0,173.0,3480.0,100.0,768.0,22.07,742.0,21.32,365.0,10.49,2708.0,77.82,129.0,3.71,406.0,11.67,4.0,0.11,3.0,0.09,230.0,6.61,418.0,12.01,14.0,1.04,86.0,6.55,1012.0,29.07,173.0,4.97,234.0,6.74,143.0,4.12,825.0,23.72,28.0,0.81,83.0,2.37,1.0,0.02,1.0,0.02,74.0,2.14,138.0,3.96,1.0,0.06,22.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0,742.0,365.0,2708.0,129.0,406.0,4.0,3.0,230.0,418.0,15.0,82.0,17,031,804714,17031804714,8047.14,Census Tract 8047.14,G5020,S,2295137,31465,+42.0630033,-088.0935438
814,17031804715,Illinois,Cook County,1,3292,1104,0,6.0,0.18,0,0,0,0,0,1,11.6,57750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.0,930.0,229.0,1369.0,242.0,834.0,0.0,13.0,834.0,1187.0,81.0,218.0,17,031,804715,17031804715,8047.15,Census Tract 8047.15,G5020,S,848678,0,+42.0450215,-088.0977025
815,17031804716,Illinois,Cook County,1,5490,1777,0,0.0,0.0,0,0,0,0,0,0,4.4,97445.0,0,1,0,1,0,0,0,0,119.0,3545.0,119.0,12.0,448.0,12.0,3545.0,64.57,448.0,8.16,869.0,15.83,272.0,4.95,2013.0,36.66,146.0,2.65,1155.0,21.05,0.0,0.0,2.0,0.03,229.0,4.18,418.0,7.61,13.0,0.73,108.0,6.05,119.0,2.17,12.0,0.21,28.0,0.51,9.0,0.16,78.0,1.42,5.0,0.09,31.0,0.56,0.0,0.0,0.0,0.0,5.0,0.1,9.0,0.17,0.0,0.02,4.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,1370.0,388.0,3181.0,196.0,1680.0,0.0,10.0,423.0,1055.0,12.0,148.0,17,031,804716,17031804716,8047.16,Census Tract 8047.16,G5020,S,2318923,0,+42.0420776,-088.1142037
816,17031804803,Illinois,Cook County,1,5392,2048,0,0.0,0.0,0,0,0,0,0,0,0.5,90054.0,1,1,1,1,1,0,0,0,675.0,2457.0,675.0,0.0,245.0,0.0,2457.0,45.57,245.0,4.55,565.0,10.47,252.0,4.67,2016.0,37.4,47.0,0.87,309.0,5.73,1.0,0.02,2.0,0.04,81.0,1.51,153.0,2.84,7.0,0.32,76.0,3.73,675.0,12.52,0.0,0.0,135.0,2.5,40.0,0.74,550.0,10.19,18.0,0.33,81.0,1.5,0.0,0.0,2.0,0.04,25.0,0.46,44.0,0.82,0.0,0.0,25.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0,1257.0,499.0,4096.0,164.0,882.0,1.0,11.0,238.0,464.0,41.0,180.0,17,031,804803,17031804803,8048.03,Census Tract 8048.03,G5020,S,5663296,42092,+41.9998311,-088.0888724
817,17031804804,Illinois,Cook County,1,6537,2559,0,2.0,0.03,0,0,0,0,1,0,7.6,88636.0,1,1,1,1,1,0,0,1,590.0,4458.0,590.0,96.0,608.0,96.0,4458.0,68.2,608.0,9.3,874.0,13.38,503.0,7.69,3071.0,46.98,179.0,2.74,850.0,13.0,4.0,0.06,5.0,0.08,349.0,5.34,494.0,7.55,121.0,4.75,145.0,5.67,590.0,9.03,96.0,1.47,135.0,2.07,82.0,1.25,488.0,7.46,10.0,0.15,76.0,1.16,0.0,0.01,0.0,0.0,16.0,0.24,25.0,0.38,4.0,0.16,15.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0,1423.0,718.0,4435.0,263.0,1080.0,5.0,6.0,748.0,1199.0,123.0,182.0,17,031,804804,17031804804,8048.04,Census Tract 8048.04,G5020,S,4841890,51513,+41.9968724,-088.1267411
818,17031804805,Illinois,Cook County,1,6911,2498,0,0.0,0.0,0,0,0,0,0,0,3.6,101280.0,1,1,1,1,1,0,0,0,2390.0,4868.0,2390.0,223.0,511.0,223.0,4868.0,70.44,511.0,7.39,1124.0,16.26,602.0,8.72,3737.0,54.07,183.0,2.64,551.0,7.97,1.0,0.01,19.0,0.27,378.0,5.47,544.0,7.87,7.0,0.29,48.0,1.91,2390.0,34.58,223.0,3.23,547.0,7.92,283.0,4.09,1816.0,26.28,117.0,1.69,290.0,4.19,1.0,0.01,4.0,0.06,162.0,2.35,264.0,3.82,0.0,0.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0,1576.0,871.0,5235.0,240.0,868.0,1.0,22.0,545.0,819.0,15.0,66.0,17,031,804805,17031804805,8048.05,Census Tract 8048.05,G5020,S,3302409,0,+42.0200706,-088.1290838
819,17031804806,Illinois,Cook County,1,3751,1094,0,0.0,0.0,0,0,0,0,0,0,6.6,80337.0,0,1,0,1,0,0,0,0,,797.0,,,201.0,,797.0,21.24,201.0,5.36,208.0,5.54,70.0,1.87,468.0,12.48,57.0,1.51,143.0,3.81,0.0,0.0,0.0,0.0,128.0,3.43,191.0,5.1,0.0,0.04,13.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,1092.0,290.0,2219.0,343.0,532.0,2.0,25.0,630.0,1073.0,94.0,65.0,17,031,804806,17031804806,8048.06,Census Tract 8048.06,G5020,S,1163259,0,+42.0086882,-088.1363775
820,17031804807,Illinois,Cook County,1,5172,1829,0,0.0,0.0,0,0,0,0,0,0,4.3,93488.0,1,1,1,1,1,0,0,0,2755.0,5172.0,2755.0,263.0,837.0,263.0,5172.0,100.0,837.0,16.18,1292.0,24.98,581.0,11.23,4032.0,77.96,174.0,3.36,610.0,11.79,0.0,0.0,7.0,0.14,349.0,6.75,589.0,11.39,32.0,1.76,134.0,7.3,2755.0,53.27,263.0,5.09,681.0,13.16,374.0,7.23,2358.0,45.6,49.0,0.95,253.0,4.88,0.0,0.0,1.0,0.02,94.0,1.82,173.0,3.34,1.0,0.05,68.0,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0,1292.0,581.0,4032.0,174.0,610.0,0.0,7.0,349.0,589.0,31.0,127.0,17,031,804807,17031804807,8048.07,Census Tract 8048.07,G5020,S,2364667,0,+42.0103801,-088.1199897
821,17031804808,Illinois,Cook County,1,2533,905,0,0.0,0.0,0,0,0,0,0,0,6.4,119083.0,1,1,1,1,1,0,0,0,1429.0,2533.0,1429.0,123.0,257.0,123.0,2533.0,100.0,257.0,10.13,587.0,23.17,394.0,15.55,2261.0,89.26,19.0,0.75,176.0,6.95,0.0,0.0,3.0,0.12,74.0,2.92,166.0,6.55,16.0,1.74,18.0,1.96,1429.0,56.41,123.0,4.85,328.0,12.94,237.0,9.35,1260.0,49.75,13.0,0.52,111.0,4.37,0.0,0.0,3.0,0.12,42.0,1.66,86.0,3.38,9.0,1.04,10.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0,587.0,394.0,2261.0,19.0,176.0,0.0,3.0,74.0,166.0,14.0,16.0,17,031,804808,17031804808,8048.08,Census Tract 8048.08,G5020,S,1531200,0,+42.0220152,-088.1000250
822,17031804809,Illinois,Cook County,1,4224,1543,0,0.0,0.0,0,0,0,0,0,0,4.0,113125.0,1,1,1,1,1,0,0,0,2366.0,4224.0,2366.0,153.0,359.0,153.0,4224.0,100.0,359.0,8.5,905.0,21.43,626.0,14.82,3615.0,85.58,79.0,1.87,397.0,9.4,0.0,0.0,5.0,0.12,128.0,3.03,252.0,5.97,51.0,3.33,22.0,1.39,2366.0,56.02,153.0,3.61,480.0,11.37,361.0,8.56,1955.0,46.27,62.0,1.46,264.0,6.26,0.0,0.0,5.0,0.12,81.0,1.91,144.0,3.4,40.0,2.6,13.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,905.0,626.0,3615.0,79.0,397.0,0.0,5.0,128.0,252.0,45.0,20.0,17,031,804809,17031804809,8048.09,Census Tract 8048.09,G5020,S,2293127,0,+42.0110785,-088.1012622
823,17031804810,Illinois,Cook County,1,6949,2643,0,189.0,2.72,0,0,0,0,0,0,12.0,86076.0,0,1,0,1,0,0,0,0,,1830.0,,,563.0,,1830.0,26.33,563.0,8.1,417.0,6.0,273.0,3.92,1474.0,21.21,39.0,0.56,262.0,3.77,0.0,0.0,1.0,0.02,53.0,0.77,98.0,1.41,56.0,2.1,55.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.0,1487.0,1081.0,5227.0,313.0,1041.0,0.0,12.0,356.0,647.0,167.0,194.0,17,031,804810,17031804810,8048.10,Census Tract 8048.10,G5020,S,3049416,0,+42.0161361,-088.0829720
824,17031804901,Illinois,Cook County,1,6648,2544,0,72.0,1.08,0,0,0,0,0,0,4.2,121096.0,0,1,0,1,0,0,0,0,,4790.0,,,283.0,,4790.0,72.06,283.0,4.26,1223.0,18.39,768.0,11.56,4226.0,63.57,62.0,0.94,298.0,4.49,1.0,0.02,8.0,0.12,195.0,2.93,284.0,4.27,47.0,1.83,29.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,1719.0,1063.0,5917.0,71.0,394.0,3.0,9.0,254.0,358.0,72.0,38.0,17,031,804901,17031804901,8049.01,Census Tract 8049.01,G5020,S,2857724,0,+42.0594115,-087.9322294
825,17031804902,Illinois,Cook County,1,5523,2007,0,3.0,0.05,0,0,0,0,0,0,6.8,94414.0,0,1,0,1,0,0,0,0,,713.0,,,74.0,,713.0,12.91,74.0,1.33,122.0,2.21,175.0,3.16,607.0,11.0,5.0,0.09,75.0,1.36,0.0,0.0,0.0,0.0,26.0,0.47,47.0,0.85,2.0,0.08,11.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,1167.0,1040.0,4449.0,66.0,733.0,0.0,8.0,267.0,429.0,34.0,73.0,17,031,804902,17031804902,8049.02,Census Tract 8049.02,G5020,S,2616500,0,+42.0446142,-087.9309691
826,17031805001,Illinois,Cook County,1,4694,1801,0,0.0,0.0,0,0,0,0,0,0,2.9,116875.0,0,1,0,1,0,0,0,0,408.0,2748.0,408.0,53.0,328.0,53.0,2748.0,58.54,328.0,6.99,678.0,14.44,561.0,11.96,2554.0,54.4,13.0,0.28,121.0,2.58,0.0,0.0,3.0,0.06,57.0,1.21,102.0,2.16,16.0,0.89,31.0,1.75,408.0,8.7,53.0,1.14,100.0,2.13,92.0,1.95,367.0,7.83,2.0,0.04,23.0,0.49,0.0,0.0,0.0,0.01,16.0,0.33,18.0,0.38,3.0,0.18,5.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.0,1147.0,957.0,4372.0,18.0,197.0,0.0,3.0,104.0,210.0,23.0,52.0,17,031,805001,17031805001,8050.01,Census Tract 8050.01,G5020,S,3097295,0,+42.0564377,-087.9512516
827,17031805002,Illinois,Cook County,1,6941,2794,0,0.0,0.0,0,0,0,0,0,1,7.1,57997.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444.0,1492.0,987.0,4630.0,288.0,1209.0,0.0,36.0,778.0,1388.0,197.0,522.0,17,031,805002,17031805002,8050.02,Census Tract 8050.02,G5020,S,1885859,0,+42.0423544,-087.9507718
828,17031805105,Illinois,Cook County,1,7356,2624,0,0.0,0.0,0,1,0,0,0,1,8.1,64292.0,0,1,0,1,0,0,0,0,1.0,4735.0,1.0,0.0,1524.0,0.0,4735.0,64.36,1524.0,20.72,1162.0,15.8,493.0,6.7,3365.0,45.74,183.0,2.49,320.0,4.35,4.0,0.05,30.0,0.4,834.0,11.33,2069.0,28.13,75.0,2.87,184.0,7.02,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654.0,1921.0,623.0,4837.0,245.0,632.0,4.0,43.0,1595.0,3630.0,144.0,263.0,17,031,805105,17031805105,8051.05,Census Tract 8051.05,G5020,S,2954059,11945,+42.0588984,-088.0144660
829,17031805106,Illinois,Cook County,1,2718,1198,0,49.0,1.8,0,0,0,0,0,0,9.9,91602.0,0,1,0,1,0,0,0,0,,753.0,,,149.0,,753.0,27.71,149.0,5.46,118.0,4.35,171.0,6.28,668.0,24.58,15.0,0.56,49.0,1.8,1.0,0.03,3.0,0.13,17.0,0.61,29.0,1.06,11.0,0.94,17.0,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.0,489.0,609.0,2401.0,42.0,205.0,1.0,7.0,62.0,96.0,31.0,56.0,17,031,805106,17031805106,8051.06,Census Tract 8051.06,G5020,S,1702292,0,+42.0608181,-087.9982952
830,17031805107,Illinois,Cook County,1,6460,2784,0,0.0,0.0,0,1,0,0,0,1,8.5,56332.0,0,1,0,1,0,0,0,0,,542.0,,,355.0,,542.0,8.39,355.0,5.5,154.0,2.38,9.0,0.14,236.0,3.65,20.0,0.31,78.0,1.2,1.0,0.02,6.0,0.1,201.0,3.11,345.0,5.33,7.0,0.25,21.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594.0,1296.0,427.0,3720.0,348.0,982.0,4.0,41.0,1365.0,2195.0,259.0,374.0,17,031,805107,17031805107,8051.07,Census Tract 8051.07,G5020,S,3213523,88009,+42.0414732,-087.9806045
831,17031805108,Illinois,Cook County,1,6699,2439,0,0.0,0.0,0,0,0,0,0,1,5.3,65667.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,1562.0,460.0,3866.0,336.0,1357.0,1.0,66.0,1073.0,2134.0,61.0,154.0,17,031,805108,17031805108,8051.08,Census Tract 8051.08,G5020,S,1502890,1196,+42.0438468,-087.9665233
832,17031805109,Illinois,Cook County,1,4359,1681,0,0.0,0.0,0,0,0,0,0,0,8.7,97037.0,0,1,0,1,0,0,0,0,,1386.0,,,182.0,,1386.0,31.79,182.0,4.17,324.0,7.43,258.0,5.92,1285.0,29.48,11.0,0.25,68.0,1.56,0.0,0.0,0.0,0.0,21.0,0.49,59.0,1.35,18.0,1.05,63.0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.0,931.0,943.0,3848.0,58.0,371.0,0.0,0.0,82.0,181.0,98.0,207.0,17,031,805109,17031805109,8051.09,Census Tract 8051.09,G5020,S,2573293,0,+42.0550733,-087.9760985
833,17031805110,Illinois,Cook County,1,4220,1963,0,105.0,2.49,0,0,0,0,1,0,7.1,91156.0,0,1,0,1,0,0,0,1,280.0,4220.0,280.0,62.0,759.0,62.0,4220.0,100.0,759.0,17.99,672.0,15.92,1288.0,30.52,3817.0,90.45,25.0,0.59,288.0,6.82,0.0,0.0,3.0,0.07,87.0,2.06,125.0,2.96,179.0,9.13,107.0,5.47,280.0,6.64,62.0,1.47,32.0,0.75,40.0,0.94,153.0,3.61,11.0,0.25,108.0,2.56,0.0,0.0,0.0,0.0,9.0,0.21,10.0,0.23,3.0,0.15,10.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.0,672.0,1288.0,3817.0,25.0,288.0,0.0,3.0,87.0,125.0,166.0,106.0,17,031,805110,17031805110,8051.10,Census Tract 8051.10,G5020,S,1938898,0,+42.0628243,-087.9744665
834,17031805111,Illinois,Cook County,1,7027,2776,0,0.0,0.0,0,1,0,0,0,1,8.0,63512.0,0,1,0,1,0,0,0,0,,2041.0,,,330.0,,2041.0,29.04,330.0,4.69,462.0,6.57,328.0,4.67,1623.0,23.1,21.0,0.29,234.0,3.32,2.0,0.03,12.0,0.17,150.0,2.13,417.0,5.93,9.0,0.34,135.0,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551.0,1557.0,662.0,4527.0,364.0,1161.0,5.0,49.0,921.0,1760.0,202.0,498.0,17,031,805111,17031805111,8051.11,Census Tract 8051.11,G5020,S,3857620,8236,+42.0341629,-087.9446564
835,17031805112,Illinois,Cook County,1,3558,1405,0,0.0,0.0,0,0,0,0,1,0,4.5,68125.0,0,1,0,1,0,0,0,1,0.0,2511.0,0.0,0.0,701.0,0.0,2511.0,70.57,701.0,19.7,541.0,15.21,306.0,8.61,1535.0,43.15,25.0,0.69,629.0,17.67,1.0,0.04,21.0,0.59,300.0,8.43,511.0,14.37,137.0,9.76,79.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0,656.0,798.0,2414.0,39.0,739.0,2.0,27.0,337.0,600.0,275.0,125.0,17,031,805112,17031805112,8051.12,Census Tract 8051.12,G5020,S,2997963,20827,+42.0218595,-087.9376990
836,17031805201,Illinois,Cook County,1,3406,1134,0,261.0,7.66,0,0,0,0,0,0,2.1,103702.0,0,1,0,1,0,0,0,0,,1780.0,,,125.0,,1780.0,52.27,125.0,3.68,327.0,9.59,346.0,10.15,1327.0,38.96,17.0,0.5,344.0,10.1,1.0,0.03,2.0,0.06,89.0,2.63,98.0,2.87,0.0,0.02,23.0,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0,564.0,827.0,2413.0,46.0,800.0,1.0,2.0,144.0,170.0,9.0,41.0,17,031,805201,17031805201,8052.01,Census Tract 8052.01,G5020,S,1831785,0,+42.0608624,-087.8307449
837,17031805202,Illinois,Cook County,1,4028,1549,0,0.0,0.0,0,0,0,0,0,0,4.6,109167.0,0,1,0,1,0,0,0,0,,1738.0,,,215.0,,1738.0,43.14,215.0,5.33,492.0,12.21,306.0,7.59,1485.0,36.87,19.0,0.48,158.0,3.92,2.0,0.05,0.0,0.0,74.0,1.83,89.0,2.2,58.0,3.73,27.0,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,983.0,682.0,3110.0,85.0,663.0,2.0,0.0,168.0,225.0,100.0,69.0,17,031,805202,17031805202,8052.02,Census Tract 8052.02,G5020,S,1567946,0,+42.0596528,-087.8147418
838,17031805301,Illinois,Cook County,1,3496,1213,0,0.0,0.0,0,0,0,0,0,0,10.0,79722.0,0,1,0,1,0,0,0,0,,1078.0,,,169.0,,1078.0,30.83,169.0,4.83,163.0,4.67,323.0,9.23,747.0,21.37,17.0,0.48,265.0,7.57,0.0,0.0,0.0,0.0,49.0,1.41,46.0,1.33,21.0,1.73,51.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0,654.0,735.0,2169.0,84.0,1043.0,0.0,4.0,196.0,234.0,42.0,138.0,17,031,805301,17031805301,8053.01,Census Tract 8053.01,G5020,S,1057015,0,+42.0449831,-087.8196429
839,17031805302,Illinois,Cook County,1,3602,1311,0,0.0,0.0,0,0,0,0,0,0,7.1,97159.0,0,1,0,1,0,0,0,0,,1380.0,,,315.0,,1380.0,38.31,315.0,8.74,264.0,7.32,312.0,8.67,954.0,26.49,13.0,0.37,364.0,10.1,0.0,0.0,1.0,0.04,47.0,1.31,110.0,3.05,38.0,2.87,44.0,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.0,611.0,812.0,2398.0,46.0,1038.0,2.0,4.0,114.0,210.0,82.0,113.0,17,031,805302,17031805302,8053.02,Census Tract 8053.02,G5020,S,1549936,0,+42.0497649,-087.8134423
840,17031805401,Illinois,Cook County,1,3841,1541,0,0.0,0.0,0,0,0,0,0,0,8.7,94069.0,0,1,0,1,0,0,0,0,,3174.0,,,521.0,,3174.0,82.63,521.0,13.57,591.0,15.39,762.0,19.83,2795.0,72.77,22.0,0.57,227.0,5.92,1.0,0.03,7.0,0.18,122.0,3.17,223.0,5.8,93.0,6.04,93.0,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0,708.0,890.0,3323.0,28.0,290.0,1.0,8.0,191.0,322.0,106.0,99.0,17,031,805401,17031805401,8054.01,Census Tract 8054.01,G5020,S,2617177,0,+42.0330914,-087.8259796
